name, shufersal, carfur, victory, wolt
חטיפי פיצה בתוספת זיתים, 34.90, 38.50, 32.90, ['38.90']
קריניאנו  באזז 750 מ`ל, 34.90, 29.90, 29.90, N/A
מטרנה צמחית 700 גרם, 59.90, N/A, 48.90, ['61.90']
שמן קוקוס אורגני 350 מ`ל, 29.90, N/A, N/A, ['30.90']
קרקרים עם גרעיני פשתן125, 25.90, N/A, N/A, ['25.90']
סוכריות גלי שמחות 600גרם, 18.90, N/A, 20.90, N/A
סושי שקיות אוכל XL 300, 12.50, 12.20, N/A, N/A
מסיר כתמים לכביסה לבנה3ל, 32.90, 32.90, 27.90, N/A
סנופרש הום סבון מפנק, 11.70, N/A, 10.90, N/A
סנו פוליווקס פרקט מאסק2, 22.50, 22.20, N/A, N/A
מרכך כביסה גנטל בריז 4ל, 21.90, N/A, 19.90, N/A
משחת שיניים הלו קיטי50מ, 12.90, N/A, 10.90, N/A
גרנה פדנו משולש 200 גרם, 30.50, 32.90, 26.90, ['30.90']
גרנה פדנו מגורדת 100 גרם, 14.70, 15.90, 12.90, ['16.50']
כדור מוצרלה פרסקה 100גרם, 12.50, 12.90, 10.90, ['13.80']
מעדן שיבולת שועל 150 גרם, 7.20, N/A, 5.90, N/A
מארז אבוקדו האס בשל, 19.90, N/A, 19.90, N/A
גמלא מרלו 750 מ`ל, 64.90, N/A, 65.90, N/A
מוזלי בוטן לוז ושקד850גר, 19.90, N/A, 19.90, N/A
מוזלי צימוק תפוח+קינמ850, 19.90, 21.90, N/A, N/A
גרנולה אגוזים850גר, 19.90, 21.90, 19.90, N/A
ממרח שקדים 300גרם, 29.90, N/A, 27.90, N/A
יין עלמה סקארלט 750 מ`ל, 89.90, N/A, 89.90, N/A
סלים דליס קריספי תות125ג, 12.90, 12.90, 12.90, N/A
סלים דליס קריספי שוק125ג, 12.90, 12.90, 12.90, N/A
2מברשות סנסודיין דואלק, 23.90, N/A, 19.90, N/A
פדים קוסמטיים  שלישיה, 22.50, N/A, 15, ['15.90']
כורכום טחון 250 גרם, 24.90, 22.20, 19.90, N/A
גבינת ברי  125 גרם, 19.90, 21.90, 15.90, ['22.90']
גבינת קממבר 125 גר, 19.90, 21.90, 16.90, ['22.90']
גרעיני תירס מתוק 320 גרם, 5.90, N/A, N/A, ['6.90']
מוצרלה מגורדת 200 גרם, 10.90, 11.00, 10.90, ['16.50']
כוסות חד פעמי 180מ`ל 100, 2.90, 6.00, N/A, N/A
פסטרמה אמרק.סטייל דלי, 21.90, 22.90, N/A, N/A
רצ.שניצל ציפוי שומשום600, 39.90, 45.50, 39.90, N/A
שנ.עוף דק ענק שומשום720ג, 39.90, 48.50, N/A, N/A
ש.עוף דק ענק קריספי 720ג, 39.90, 48.50, 34.90, N/A
יוגורט ביו תנובה3% 8*150, 16.90, 19.60, 17.90, ['19.90']
יוגורט ביו 8 יח, 16.90, 19.60, 17.90, ['19.90']
חלב עיזים מלא 3.6% 1ליטר, 18.50, N/A, 17.90, N/A
חמאה בד`ץ 200 גרם, 9.90, N/A, 9.50, N/A
קוטג 1% 250 גרם, 6.10, N/A, 6, ['6.30']
גבינת נפוליאון 16% 225גר, 15.80, 17.40, 14.60, ['17.50']
גבינת קשקבל / גלעד 200גר, 31.20, N/A, 29.60, ['31.90']
גבינת פרמזן / גבע 200 גר, 30.40, N/A, N/A, ['29.90']
רוקפור גליל26% כבשים140ג, 23.30, N/A, N/A, ['23.40']
מעדן סויה בטעם וניל 125ג, 5.10, 5.00, 4, ['4.90']
משקה שקדים טרי 1 ליטר, 13.90, 14.30, 12.60, ['14.90']
גבינת גלבוע 22% 400 גרם, 27.90, 28.00, 26.50, ['28.90']
גוש חלב מהדרין28% 400גרם, 31.90, 30.70, 28.50, N/A
יולו שוקולד חלב מעולה123, 5.90, 6.10, 5.30, ['6.10']
יולו שוק.מריר מעולה123ג, 5.90, 6.10, 5.30, ['6.10']
יולו שוק.לבן מעולה123ג, 5.90, 6.10, 5.30, ['6.10']
יולו שכבות שוקולד 123 גר, 5.90, 6.10, 5.30, ['6.10']
בולגרית24% סמי מעדניה400, 31.20, N/A, 29.60, N/A
יולו שכבות שוקו.מריר122ג, 5.90, 6.10, 5.30, N/A
גלי בטעם ענבים 125 גרם, 2.80, 2.80, N/A, ['2.90']
מעדן סויה עם שוקולד, 5.10, 5.00, 4, ['4.90']
נפוליאון+חלפיניו25% 225ג, 15.80, 17.40, 14.60, N/A
פתיתי מוצרלה 200 גרם, 18.90, 18.60, 17.30, ['20.50']
לאבנה גלילית 11% 750 גרם, 29.40, 29.00, N/A, N/A
עמק סמי מעדנייה28% 600ג, 38.90, 39.20, N/A, N/A
עוגיות אוראו 176*3 גרם, 26.90, N/A, 27.90, ['27.50']
שוופס לימונייד 500 מ`ל, 6.00, 5.70, 6.50, N/A
שוופס סודה נענע ליים250מ, 4.90, N/A, 3.50, N/A
מגבוני בייביסיטר 4*66יח, 17.50, 17.20, 15.90, N/A
מגבוני בייביסיטר 4*66יח, 17.50, 17.20, 15.90, N/A
מקלוני אורז, 11.90, 11.90, N/A, N/A
מקלוני אורז ל`ג 3מ`מ 454, 12.90, 11.90, N/A, N/A
מחצלת סושי יח, 9.00, 8.00, N/A, N/A
שבבי אורז, 11.00, 10.00, 8.90, ['10.90']
שמפו קרטין סטייל 750 מ`ל, 25.90, N/A, 21.90, N/A
מרכך קרטין סטייל 750 מ`ל, 25.90, N/A, 21.90, N/A
מסכת קרטין סטייל 500 מ`ל, 35.90, N/A, 24.90, N/A
סנסודיין מי פה 500 מ`ל, 28.90, N/A, N/A, ['25.90']
שיני שום קלוף 170גרם, 10.90, N/A, 10.90, N/A
שיני שום 500גרם, 20.90, N/A, 17.90, N/A
שיני שום 1 ק`ג, 38.90, N/A, 29.90, N/A
לחם פשוט מלא 750 גרם, 15.50, 16.10, 14.90, ['18.20']
לבבות חסה, 11.90, N/A, 9.90, N/A
צנונית יחידה, 6.90, N/A, 4.90, N/A
4 * 64 פרש וואנס עדין, 20.90, 20.20, 19.90, N/A
נתחי טונה בשמן 4*160 גרם, 23.90, 24.20, N/A, ['24.90']
נתחי טונה במים 4*160 גרם, 23.90, 24.20, N/A, ['24.90']
גבינת פרמזן משולש 200גרם, 24.90, 26.90, 24.90, N/A
אטריות קונגאק נודלס270גר, 13.50, N/A, 11.90, ['13.50']
אטריות קונגאק ספגטי270גר, 13.50, 13.20, 11.90, ['13.50']
פסטה פטוצ`יני קונגאק270ג, 13.50, 13.20, N/A, ['13.50']
פסטה שיב.שועל נודלס270 ג, 13.50, 13.20, N/A, ['13.50']
פסטה שב.שועל פטוציני270ג, 13.50, 13.20, N/A, N/A
WIN חטיף חלבון קרם חלב65, 15.50, N/A, N/A, ['14.90']
WIN חטיף חלבון קרם קרמל, 15.50, N/A, 14.90, ['14.90']
WIN חטיף חלבון קרם קרמל, 15.50, N/A, N/A, ['14.90']
WIN חטיף חלבון 66 גרם, 15.50, N/A, N/A, ['14.90']
עגבניות חתוכות דק400*3ג, 22.90, 22.90, 20.90, N/A
חטיפטף פרינוק תפוח 120 ג, 6.20, 6.00, 5.90, N/A
חטיפטף פרינוק תפוח בננה, 6.20, 6.00, 5.90, N/A
חטיפטף פרינוק פירות120ג, 6.20, 6.00, 5.90, N/A
פאוץ` פרינוק תפוח ואוכמנ, 6.20, 6.00, 5.90, N/A
פאוץ פרינוק פירות טרופי, 6.20, 6.00, 5.90, N/A
חטיפטף לפתן פירות 120גרם, 6.20, 6.00, 5.90, N/A
חטיפטף פירות מעורבים120ג, 6.20, 6.00, 5.90, N/A
מחית קארי אדומה 400 גרם, 20.50, 20.20, N/A, N/A
אדום חצי יבש של סגל750מל, 21.90, 24.90, 22.90, N/A
משחה אקווה פרש עדין100, 9.90, 10.90, 9.90, N/A
קינואה 400 גרם, 12.90, 12.50, 9.90, N/A
מאגדת קורנטו וניל 378 גר, 35.90, 38.50, N/A, N/A
צהובה טבעונית קלאסי200ג, 25.90, 25.00, N/A, ['25.90']
צהובה טבעונית צדר 200גר, 25.90, N/A, N/A, ['25.50']
צהובה טבעונית מוצרלה200ג, 25.90, N/A, N/A, ['25.50']
ממרח טעם חמאה אורגני225ג, 19.90, N/A, N/A, ['17.90']
איטריות ביצים 454 גרם, 10.00, 10.00, N/A, ['11.50']
קרם קוקוס 19% 400 מ`ל, 10.00, 10.20, 8.90, N/A
קרם קוקוס 20-22% 400 מ`ל, 10.00, 10.00, 9.90, N/A
ג`ינג`ר לבן כבוש 160 גרם, 8.00, N/A, N/A, ['9.50']
ג`ינג`ר ורוד 160 גרם, 8.00, 8.00, N/A, N/A
אורז עגול קלרוז 1 ק`ג, 12.90, 12.20, 11.90, ['14.50']
לחמניות פשוט מלא 75*6גרם, 12.50, N/A, 10.90, N/A
רוטב סריראצ`ה חריף450גרם, 16.50, N/A, 16.90, N/A
רוטב לפסטה שקדיה 400 גר, 9.90, 10.20, N/A, N/A
רוטב עגבנ לפסטה שקדיה, 9.90, 10.20, N/A, N/A
תערובת אגוזים קלויים225ג, 20.00, 20.00, 20, N/A
נוזל קוקוס 400 מ`ל, 6.90, N/A, 6.90, N/A
מטרנה מהדרין אקסטרה שלב, 64.90, N/A, 60.90, N/A
מטרנה אקסטרה מהדרין שלב2, 64.90, 65.90, 60.90, ['69.90']
מטרנה מהדרין אקסטרה שלב3, 64.90, N/A, 60.90, N/A
מטרנה AR בד`ץ 700 גרם, 79.90, 81.90, N/A, N/A
מטרנה קומפורט 700ג HM-O, 79.90, N/A, 68.90, ['79.90']
יין ויזן מרלו 750 מ`ל, 41.90, N/A, 39.90, N/A
יין ויזן לבן חצי יבש750, 41.90, 41.90, N/A, N/A
קברנה ויזן 750 מ`ל, 41.90, 41.90, N/A, N/A
מרלו אימפרשן 750 מ`ל, 51.90, N/A, 49.90, N/A
קברנה אימפרשן 750 מ`ל, 51.90, N/A, 49.90, N/A
יין רוזה אימפרשן 750 מ`ל, 51.90, 50.50, N/A, N/A
מוסקטו אדום מתוק750 מ`ל, 41.90, 40.30, 39.90, N/A
מוסקטו לבן מתוק 750 מ`ל, 41.90, N/A, 39.90, N/A
יין ויזן שיראז 750 מ`ל, 41.90, 41.90, 39.90, N/A
אולטרסול SPF30תחליב250מל, 49.90, N/A, 54.90, N/A
אולטרסול תחליב250SPF50מל, 66.90, N/A, 64.90, N/A
אולטרסול קרם פניםSPF50+, 56.00, N/A, 54.90, N/A
אולטרסול קרם פנים SPF30, 29.90, 33.50, N/A, N/A
אולטרסול ק.פנים קידSPF50, 49.90, N/A, 54.90, N/A
פסטו ביתי 180 גרם, 17.70, 17.90, 15.90, ['18.20']
ממרח עגבניות מיובשות180, 17.70, 17.90, 15.90, ['17.90']
ממרח ארטישוק 180 גרם, 17.70, N/A, 15.90, N/A
ממרח פלפלים קלויים 180גר, 17.70, N/A, 15.90, N/A
טפנד זיתי קלמנטה 180 גרם, 17.70, N/A, 15.90, N/A
יין הר חרמון רוזה 750מ`ל, 37.90, 36.90, 37.90, N/A
100 קיסמי שיניים עם חוט, 15.90, 15.90, 15.90, N/A
שוופס סודה 500*6 מ`ל, 15.90, 16.30, 15.90, N/A
רוטב ברביקיו קלאסי 480גר, 21.90, N/A, 17.90, N/A
פריניר רוטב עגב.לפיצה240, 5.90, 6.00, N/A, N/A
פריניר עגב.מרוסקות מרוכז, 5.90, 5.90, N/A, N/A
פריניר רוטב לשקשוקה 230ג, 5.90, 6.00, N/A, N/A
פריניר רוטב לשקשוקה 230ג, 5.90, 6.00, N/A, N/A
עגבניות חתוכות דק 3*400ג, 17.90, N/A, 15.90, ['16.90']
רוטב עגב.לפיצה פריניר400, 8.90, N/A, 12.90, N/A
אולטרסול קרם פניםSPF50, 49.90, N/A, 54.90, N/A
אולטרסול ספריי שקוףSPF50, 49.90, N/A, 64.90, N/A
ספרי רציף שקוף קידסSPF30, 49.90, N/A, N/A, ['54.90']
אולטרסול שמן גזר SPF20, 49.90, N/A, N/A, ['64.90']
טונה בהירה שמן צמחי3*80ג, 14.50, 14.20, 13, N/A
טונה בשמן קנולה80*3 גרם, 14.50, 14.20, 13, N/A
קמח שקד קלוף 300 גר, 28.90, 28.50, N/A, N/A
עוגת גבינה רנסנס 450 גרם, 45.90, N/A, 44.90, N/A
מטלית למשטחים 3יח, 12.90, 12.20, 9.90, ['16.90']
מטליות מקרופייבר רצפה2יח, 23.90, N/A, 16.90, ['25.90']
דיפנד תחבושות נורמל12יח, 23.90, N/A, 17.90, N/A
דיפנד תחבושות  אקסטרה10י, 20.50, N/A, 17.90, N/A
שקיות אשפה חזקות XL, 25.90, 25.50, 20.90, ['28.50']
טחינה מעודנת שומש.מלא310, 14.30, N/A, 13.90, N/A
אגוזי מלך קלופים 300 גרם, 25.90, 21.90, 19.90, N/A
מרכך טיפולי חומצה 450מל, 35.90, N/A, N/A, ['35.90']
שמפו טיפולי חומצה 450מל, 35.90, N/A, N/A, ['35.90']
מסיכה טיפולית לשיער500מ, 50.90, N/A, N/A, ['45.90']
לחם כוסמין 600 גרם, 18.90, 18.90, N/A, N/A
לחמניות לסנדביץ 10 יח, 16.90, 18.10, N/A, N/A
64*4 פרש וואנס ללא בישום, 20.90, 20.20, 19.90, N/A
סלרי עלים חתוך יחידה, 7.90, N/A, 5.90, N/A
כרישה )לוף( יחידה, 9.90, N/A, 7.90, N/A
פלפלון 200גרם, 9.90, N/A, 8.90, N/A
מלפפון בייבי, 10.90, N/A, 8.90, N/A
פלפל צילי יחידה, 7.90, N/A, 5.90, N/A
שורש פטרוזילה יחידה, 7.90, N/A, 6.90, N/A
שורש סלרי יחידה, 6.90, N/A, 6.90, N/A
לבבות בשקית יחידה, 11.90, 10.90, 9.90, N/A
פטרוזיליה יחידה, 4.90, N/A, 4.90, N/A
כוסברה יחידה, 4.90, N/A, 4.90, N/A
שמיר יחידה, 4.90, N/A, 4.90, N/A
נענע יחידה, 4.90, N/A, 4.90, N/A
בצל ירוק יחידה, 6.90, N/A, 5.90, N/A
סלרי עלים יחידה, 6.90, N/A, 5.90, N/A
סלק עלים )מנגולד( יחידה, 7.90, N/A, 5.90, N/A
ג`ינגר מובחר ארוז, 15.90, N/A, 14.90, N/A
אספרגוס, 27.90, N/A, 29.90, N/A
רסק עגבניות 140*2 גרם, 9.90, 10.00, 9.90, N/A
חליטת לימונית לואיזה50שק, 38.90, N/A, 35.90, N/A
מוס גבינה+תות שדה400ג, 45.90, N/A, 39.90, N/A
תחתונים סופגיםM קוטקס8יח, 38.50, N/A, N/A, ['35.90']
האגיס פרידום פנטס32 שלב5, 45.90, 45.50, 43.90, ['48.50']
האגיס פרידום פנטס26 שלב6, 45.90, 45.50, 43.90, ['48.50']
סבון אסלה כחול אקטיב50*3, 16.90, N/A, 16.90, N/A
גל כביסה פרסיל 2.5 ליטר, 39.90, 40.50, 34.90, ['34.90']
גל כב.פרסיל קולור 2.5 ל, 39.90, 40.50, 34.90, ['34.90']
ג`ל כב.פרסיל בייבי 2.5 ל, 39.90, N/A, 34.90, ['35.50']
חטיפוני גזר 130גרם, 7.90, 7.00, N/A, ['9.90']
חטיפוני גזר 350גרם, 15.90, 14.90, N/A, N/A
ק.גוף קמיל בלו קלאסיק500, 32.90, N/A, N/A, ['31.90']
אל סבון צהוב קמיל 1ליטר, 17.50, 17.20, N/A, N/A
מיץ תפוזים100% סחוט 400מ, 9.80, 9.90, 9.20, N/A
שייק תמר בננ.פחות סוכרל1, 15.70, 15.90, N/A, N/A
מיץ 100%אשכולית אדומה 1ל, 15.70, 15.90, N/A, N/A
מיץ תפוזים סחוט שמוטי2ל, 27.70, 31.20, N/A, N/A
משקה קל לימונדה בלדי 2ל, 25.50, N/A, 15.20, N/A
נקטר חמוציות 2 ליטר, 20.00, 20.00, 16.20, N/A
יין ישן נושן 750 מ`ל, 19.90, 20.20, N/A, N/A
משקה אפרסק באזז 750 מ`ל, 34.90, 29.90, 29.90, N/A
רביולי במילוי גבינה 300ג, 19.90, 28.50, 19.90, N/A
מ.ש.פרודונטקס פרש 75מ, 32.90, 32.50, 23.90, N/A
מש.פרודונטקס אוריגינל75מ, 32.90, 32.50, 23.90, ['28.50']
מ.ש.פרודונטקס מלבינה75מ, 32.90, 32.50, 23.90, ['28.50']
שמפו קרטין E סטייל750מ`ל, 25.90, 25.50, 21.90, N/A
מרכך קרטין E סטייל750מ`ל, 25.90, N/A, 21.90, N/A
מסכה קרטין E סטייל500מ`ל, 35.90, N/A, 24.90, N/A
לחם מחמצת כוסמין 700 גרם, 19.90, 19.90, N/A, N/A
פיתות קלות כוסמין 6 יח, 17.50, 15.90, 15.90, N/A
לחם מחמצת כוסמין מלא450ג, 19.90, 19.90, 18.90, N/A
לחם קל מכוסמין מלא 450 ג, 19.90, 19.90, N/A, N/A
פיתות כוסמין מלא 8 יח`, 19.50, 18.90, 17.90, N/A
8 לחמניות כוסמין דר מרק, 19.90, 18.90, N/A, N/A
לחם אנג`ל חיטה מלאה750ג, 17.90, 19.10, 16.90, ['19.50']
שוופס מוגז תפוח 330*4מ`ל, 16.90, 12.90, 14.90, ['15.90']
שוופס מוגז תות ליים330*4, 16.90, N/A, 14.90, N/A
שוופס מוגז ענבים330*4מ`ל, 16.90, N/A, 14.90, N/A
שוופס מוגז למונייד330*4מ, 16.90, N/A, 14.90, N/A
שוופס סודה זכוכית250*4מל, 13.60, 13.60, 13.10, ['14.50']
שוופס סודה לימון250*4מל, 13.60, N/A, 13.10, ['14.50']
שוופס סודה נענע 250*4מל, 13.60, N/A, 13.10, ['14.50']
סנסודין רפיד רליף מלבי75, 29.90, N/A, 25.90, N/A
סנסודיין קלין&פרש 75 מ`ל, 24.90, 24.90, 23.90, N/A
פרודונטקס אולטרה קלין75מ, 32.90, N/A, 23.90, N/A
בסיס פיצה מכרובית, 22.50, N/A, N/A, ['22.50']
מאפה דונאטס תות  111 גרם, 20.50, N/A, N/A, ['21.50']
מאפה דונאטס וניל 111 גרם, 20.50, N/A, N/A, ['21.50']
מאפה דונאטס שוקולד 111 ג, 20.50, N/A, N/A, ['21.50']
פיצה מרגריטה בטעם 330, 32.90, N/A, N/A, ['28.50']
מוצרלה פרוסות22% 150 גרם, 23.50, N/A, 19.90, ['22.90']
ריקוטה למריחה 5% 200 גרם, 12.30, 12.90, 10.90, ['13.70']
ריקוטה בזיליקום5% 200גרם, 12.30, 12.90, 10.90, N/A
גב.מנצ`גו פרוסה39% 150גר, 24.50, 24.90, 22.90, ['26.90']
קרם מסקרפונה 38% 250 גרם, 24.90, 25.90, 22.90, ['25.90']
בולגרית מעודנת 24% 250 ג, 28.50, 28.90, 25.90, ['29.70']
פרוסות גאודה30%בקר200גרם, 26.50, 26.50, N/A, N/A
קוואטרו פורמאגי 300 גרם, 33.90, 33.90, 27.90, ['35.70']
יוגורט יווני 10% 600 גרם, 16.90, 19.90, 14.90, ['22.90']
פקורינו פרוס 34% 150גר, 26.50, 26.90, 22.90, N/A
קרם פטיסייר 250 גרם, 24.90, N/A, N/A, ['25.90']
פטה עיזים מעודנ 16% 250ג, 35.90, 36.90, 33, N/A
גבינת שמנת+כמהין200ג30%, 16.90, 17.90, 14.90, ['17.90']
צ`דר 200 גרם, 26.50, N/A, 22.90, N/A
פרוסות גבינת צ`דר 150גרם, 23.90, 23.90, N/A, N/A
מק אנד צ`יז מיקס מגור200, 26.20, N/A, 22.90, ['27.50']
שמרים יבשים 500 גרם, 15.50, 15.50, 14.90, N/A
אבקת אפיה מיה 10*10 גרם, 3.00, 2.90, N/A, N/A
42חיתולי בייביסיטר מידה4, 34.50, N/A, 33.90, N/A
40חיתול בייביסיטר מידה+4, 34.50, 35.20, 33.90, N/A
36חיתול בייביסיטר  מידה5, 34.50, 35.20, 33.90, N/A
30חיתולי בייביסיטר מידה6, 34.50, 35.20, 33.90, N/A
12 תחבושות לשתן נורמל, 19.50, 18.20, 15.50, N/A
10 תחבושות לשתן אקסטרה, 19.50, 18.20, 15.50, N/A
14 תחתונים לבריחת שתן XL, 72.90, 70.50, N/A, N/A
חיתולי בייביסיטר דק שלב2, 27.50, N/A, 26.90, N/A
גרג.חומוס הכנה ביתית560ג, 10.00, 10.90, 9.90, N/A
אריסה חריפה 250 גרם, 15.10, N/A, 14.90, N/A
טונה בהירה בשמן זית80*3ג, 25.90, 25.50, N/A, N/A
פילה טונה פרוס מעושן120ג, 15.90, 15.20, N/A, N/A
פסטה+טונה בשמן זית 160ג, 15.90, 15.20, 12.90, N/A
קינואה+טונה בשמן זית160ג, 15.90, N/A, 14.90, N/A
אורז ועדשים+טונה עץ הזית, 15.90, N/A, 12.90, N/A
נרות חימום לבנדר 50 יח, 10.90, 13.50, N/A, N/A
שיפודי במבוק 18 ס`מ 100, 10.00, 9.00, N/A, N/A
לחם איטסיין קלאסי 430 גר, 26.90, N/A, N/A, ['27.90']
לחם איטסיין גלילי 450 גר, 26.90, N/A, N/A, ['27.90']
פרנץ קולומבר אימפרשן750מ, 51.90, 50.50, N/A, N/A
לחם שיפון מלא פרוס 750גר, 17.90, 19.10, 16.90, N/A
משקה שקדים ללת`ס 1 ליטר, 18.90, 15.20, N/A, ['18.50']
פריכיות כוסמת אורגני160ג, 13.90, 13.50, N/A, N/A
קורנפלקס אורגני הרדוף375, 24.90, 20.90, N/A, N/A
ברנפלקס אורגני הרדוף375ג, 24.90, 20.90, N/A, N/A
אל סבון קידס ויטמינים750, 17.90, N/A, 16.90, N/A
מרכך קידס ויטמינים 750מל, 17.90, 17.20, 16.90, N/A
שמפו קידס ויטמינים750 nk, 17.90, 17.20, 16.90, N/A
שמפו ומרכך קידס ויטמינים, 17.90, N/A, 16.90, N/A
באן מאפה מאודה, 17.90, 15.20, 15.90, ['17.90']
סבון אסלה סוד פרחים3*50ג, 16.90, N/A, 16.90, N/A
מרכך פרש ורוד 900 מל, 14.50, N/A, 13.90, N/A
מרכך פרש כחול 900מל, 14.50, N/A, 13.90, ['15.50']
מארז מיקס חטיפי חלבון 36, 89.90, N/A, N/A, ['75.90']
ליצי ארוז, 15.00, N/A, 11.90, N/A
גמלא קברנה סובניון 750 מ, 72.90, N/A, 67.90, ['74.90']
רוטב סויה קיקומן 444 מ`ל, 24.50, 24.50, 21.90, N/A
מיני פיתות קלאסי50*10 גר, 15.50, 15.20, N/A, N/A
לחם כוסמין מלא כפרי 750ג, 20.90, 18.90, N/A, N/A
מיץ ענבים תירוש אדום 1 ל, 19.90, 20.10, 19.90, ['21.50']
תירוש מיץ ענבים לבן 1 ל, 19.90, N/A, 19.90, N/A
מיץ ענבים תירוש רוזה 1ל, 19.90, 20.10, 19.90, N/A
דרום יין אדום יבש 750 מל, 84.90, N/A, N/A, ['92.00']
דרום יין לבן יבש 750 מל, 84.90, N/A, N/A, ['91.00']
רוזה פרייבט קולקשן 750 מ, 46.90, 44.90, N/A, N/A
יין וינו לבן יבש 750 מ`ל, 23.90, 23.90, N/A, N/A
רוזה אקסלנס 750 מ`ל, 29.90, N/A, 27.90, N/A
באזז בטעם אננס 750 מ`ל, 34.90, 29.90, 29.90, N/A
תפוח אדמה למיקרו יחידה, 9.90, N/A, 6.90, N/A
כרוב סיני יחידה, 9.90, N/A, 6.90, N/A
שוופס מוגז עדין יער330*4, 16.90, 12.90, 14.90, N/A
שוופ.מוגז עדין אפרס330*4, 16.90, 12.90, 14.90, N/A
סודה שוופס 1 ליטר, 4.90, 4.20, 4.50, ['5.50']
מי עדן ספורט פקק 1 ליטר, 5.00, N/A, 3.90, N/A
קמח רב תכליתי 500 גרם, 21.50, N/A, N/A, ['21.50']
קמח תמי למאפה שמרים500ג, 21.50, N/A, N/A, ['21.50']
קמח תמי תופח 500 גרם, 21.50, N/A, N/A, ['21.50']
תערובת לעוגת שוקולד450ג, 21.50, N/A, N/A, ['21.50']
קמיל אל סבון לידיים 1 ל, 17.50, 17.20, N/A, N/A
אל סבון ושמפו קמיל בלו1ל, 33.90, N/A, 32.90, N/A
